41;p;135;59;390;2.29;6.61;12;p;14;8.89;1.7
42;p;88;40;246;2.2;6.15;0;0;0;0;0
43;p;76;40;228;1.9;5.7;0.8;p;S;0.99;1.88
44;p;155;43;364;3.61;8.47;38;m;36;24.52;4.65
45;p;232;89;602;2.61;6.76;69;6;82;29.74;6.74
46;p;55;23;146;2.39;6.35;0;0;0;0;0
47;p;110;47;308;2.34;6.55;0;0;0;0;0
48;p;187;76;492;2.46;6.47;33;S;40;17.65;3.95
49;p;125;52;348;2.4;6.69;0;0;0;0;0
50;p;179;89;520;2.01;5.84;21.8;S;29;12.15;3.09
51;m;240;76;596;3.16;7.84;9;p;12;3.75;1.32
52;m;224;77;576;2.91;7.48;12;p;14;5.36;1.3
53;m;265;81;624;3.27;7.7;33;m;34;12.45;2.47
54;m;232;74;580;3.14;7.84;62;4;64;26.72;5.41
55;m;176;70;482;2.51;6.89;21;m;26;11.53;2.86
56;m;229;70;576;3.27;8.23;49;m;40;21.4;2.86
57;m;237;76;616;3.12;8.11;108;4;84;45.57;5.26
58;m;155;52;354;2.98;6.81;33;p;24;21.29;1.92
59;m;96;42;272;2.29;6.48;0;0;0;0;0
60;m;279;81;634;3.44;7.83;77;4;72;27.6;4.94
61;m;181;56;446;3.23;7.96;66;5;76;36.46;8.93
62;m;263;102;696;2.58;6.82;45;4;54;17.11;3.92
63;m;205;86;584;2.38;6.79;0;0;0;0;0
64;m;302;88;694;3.43;7.89;88;6;94;29.14;6.82
65;m;348;109;826;3.19;7.58;86;7;98;24.71;6.42
66;m;185;57;468;3.25;8.21;40;m;36;21.62;3.51
67;m;313;61;614;5.13;10.09;133;7;128;42.49;11.48
68;m;257;61;532;4.21;8.72;51;4;58;19.84;6.56
69;m;168;61;430;2.75;7.05;9;p;12;5.36;1.64
70;m;338;101;796;3.35;7.88;131;6;122;38.76;5.94
71;m;367;96;850;3.82;8.85;164;10;168;44.69;10.42
72;m;223;64;526;3.48;8.22;27;m;30;12.11;3.13
73;m;354;94;798;3.77;8.49;157;9;156;44.35;9.57
74;m;131;51;342;2.57;6.71;0;0;0;0;0
75;m;258;61;538;4.23;8.82;97;6;102;37.6;9.84
76;m;262;68;586;3.85;8.62;88;S;76;33.59;4.41
77;m;283;84;710;3.37;8.45;68;5;74;24.03;5.95
78;m;407;127;974;3.21;7.67;115;8;126;18.26;6.3
79;m;270;93;700;2.9;7.53;85;6;92;31.48;6.45
80;m;291;94;730;3.1;7.77;52;4;58;17.87;4.26
81;m;258;90;680;2.87;7.56;51;4;58;19.77;4.44
82;m;247;66;558;3.74;8.46;138;5;120;55.87;7.58
83;m;263;66;598;3.99;9.06;36;S;42;13.69;4.55
84;m;318;85;748;3.74;8.8;117;7;124;36.79;8.24
85;m;271;102;732;2.66;7.18;145;S;106;53.51;2.94
86;m;359;94;886;3.82;9.43;140;10;150;39;10.64
87;m;334;83;730;4.02;8.8;65;m;52;19.46;2.41
88;m;251;89;658;2.82;7.39;76;S;66;30.28;3.37
89;m;236;79;556;2.99;7.04;62;5;72;26.27;6.33
90;m;254;66;536;3.85;8.12;111;6;108;43.7;9.09
91;m;342;83;740;4.12;8.92;214;6;158;62.57;7.23
92;m;372;90;816;4.13;9.07;145;7;132;38.98;7.78
93;m;308;97;756;3.18;7.79;9;p;12;2.92;1.03
94;m;362;80;742;4.53;9.28;115;6;110;31.77;7.5
95;m;322;76;676;4.24;8.9;106;7;114;32.92;9.21
96;m;396;116;952;3.41;8.21;138;9;146;34.85;7.76
97;m;338;86;768;3.93;8.93;85;7;96;25.15;8.14
98;m;208;64;468;3.25;7.31;58;m;48;27.89;3.13
99;m;264;89;668;2.97;7.51;21;m;26;7.96;2.25
100;m;328;73;724;4.49;9.92;84;4;78;25.61;5.48
101;S;587;115;1300;5.1;11.3;389;12;322;66.27;10.44
102;S;751;118;1410;6.36;11.95;434;16;362;57.79;13.56
103;S;456;66;912;6.91;13.82;416;5;194;91.23;7.58
104;S;355;102;876;3.48;8.59;143;4;102;40.28;3.92
105;S;552;94;1124;5.87;11.96;295;17;292;53.44;18.09
106;S;453;107;1010;4.23;9.44;200;7;160;44.15;6.54
107;S;694;124;1376;5.6;11.1;562;16;398;80.98;12.9
108;S;370;58;678;6.38;11.69;225;8;188;60.81;13.79
109;S;376;48;684;7.83;14.25;208;8;166;55.32;16.67
110;S;396;86;814;4.61;9.47;272;10;228;68.69;11.63
111;S;725;122;1432;5.94;11.74;471;19;400;64.97;15.57
112;S;523;58;796;9.02;13.72;404;10;296;77.25;17.24
113;S;616;86;1224;7.16;14.23;528;7;354;85.71;8.14
114;S;451;99;992;4.56;10.02;297;13;264;65.85;13.13
115;S;569;97;1186;5.87;12.23;318;14;292;55.89;14.43
116;S;882;115;1612;7.67;14.02;688;17;492;78.01;14.78
117;S;463;84;932;5.51;11.1;167;8;150;36.07;9.52
118;S;316;69;700;4.58;10.15;95;7;106;30.06;10.15
119;S;555;106;1116;5.24;10.53;264.8;8;187;47.7;7.31
120;S;642;78;1172;8.23;15.03;408;15;350;63.55;19.23
121;S;511;113;1086;4.52;9.61;283;11;240;55.38;9.74
122;S;695;102;1318;6.81;12.92;531;15;378;76.4;14.71
123;S;684;115;1332;5.95;11.58;471;15;362;68.86;13.04
124;S;645;107;1240;6.03;11.59;466;11;286;72.25;10.28
125;S;369;95;842;3.88;8.86;169;5;136;45.8;5.26
126;S;205;51;478;4.02;9.37;120;S;96;58.54;5.88
127;S;446;90;942;4.96;10.47;260;10;220;58.3;11.11
128;S;579;114;1122;5.08;9.84;281;11;244;48.53;9.65
129;S;681;86;1090;7.92;12.67;493;18;386;72.39;20.93
130;S;398;84;868;4.74;10.33;295;8;208;74.12;9.52
131;S;843;94;1484;8.97;15.79;609;18;450;72.24;19.15
132;S;687;142;1484;4.84;10.45;438;16;342;63.76;11.27
133;S;498;83;914;6;11.01;310;6;236;62.25;7.23
134;S;574;129;1306;4.45;10.12;315;9;236;54.88;6.98
135;S;608;85;1108;7.15;13.04;377;14;328;62.01;16.47
136;S;638;113;1250;5.65;11.06;544;16;396;85.27;14.16
137;S;527;103;998;5.12;9.69;316;11;242;59.96;10.68
138;S;674;156;1460;4.32;9.36;393;17;348;58.31;10.9
139;S;700;119;1400;5.88;11.77;395;18;340;56.43;15.13
140;S;561;102;1116;5.5;10.94;440;13;338;78.43;12.75
141;S;710;135;1480;5.26;10.96;481;19;416;67.75;14.07
142;S;602;106;1160;5.68;10.94;390;19;372;64.78;17.93
143;S;556;134;1288;4.15;9.61;336;12;262;60.43;8.96
144;S;660;113;1320;5.84;11.68;410;14;338;62.12;12.39
145;S;720;99;1274;7.27;12.87;562;13;406;78.06;13.13
146;S;566;83;1024;6.82;12.34;342;13;278;60.42;15.66
147;S;436;121;1090;3.6;9.01;254;12;234;58.26;9.92
148;S;481;95;982;5.06;10.34;218;6;180;45.32;6.32
149;S;474;93;1014;5.1;10.9;204;7;158;43.04;7.53
150;S;725;126;1348;5.75;10.7;456;20;386;62.9;15.87
